,rssi_D1_1F_AP01,rssi_D1_1F_AP02,rssi_D1_1F_AP03,rssi_D1_1F_AP04,rssi_D1_1F_AP05,rssi_D1_1F_AP06,rssi_D1_1F_AP07,rssi_D1_1F_AP08,xr,yr,cur_eirp,floor
2430,-100.0,-100.0,-100.0,-88.90168258838352,-37.95457713374995,-70.9324272377167,-75.98739768465849,-86.98530194747048,767.9742504,1886.667903,9.0,1
2431,-100.0,-87.01512653987632,-88.01866781527413,-89.94165178905101,-41.05226199759538,-69.99013309662664,-75.92404730418806,-86.95569876658502,767.9742504,1886.667903,9.0,1
2432,-84.0238127421542,-87.07045824285967,-87.01839346888733,-90.0465101022928,-41.00100207318164,-69.86041428896266,-76.0258030459468,-87.0010551006678,767.9742504,1886.667903,9.0,1
2433,-83.92793653788515,-87.0586446029758,-86.98860547909878,-89.94371086553713,-41.0763588015048,-69.99212040765164,-76.02533325023477,-87.05910278137534,767.9742504,1886.667903,9.0,1
2434,-84.10694753251724,-87.03721672657804,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,767.9742504,1886.667903,9.0,1
2435,-83.97080502837173,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,767.9742504,1886.667903,9.0,1
2436,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.9840910115273,767.9742504,1886.667903,9.0,1
2437,-100.0,-86.95146566144503,-86.9071374721065,-89.9997103819357,-40.93153176057535,-100.0,-100.0,-100.0,767.9742504,1886.667903,9.0,1
2438,-100.0,-100.0,-100.0,-100.0,-100.0,-69.9383725569253,-75.9862409724231,-100.0,767.9742504,1886.667903,9.0,1
2439,-100.0,-86.99985793564177,-100.0,-90.00606673221968,-41.05485394410975,-70.00358087347271,-75.91886479064088,-100.0,767.9742504,1886.667903,9.0,1
2440,-100.0,-86.99125418705849,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,767.9742504,1886.667903,9.0,1
2441,-100.0,-87.00516672130358,-100.0,-90.02567951169165,-41.02393379796821,-69.90106315529698,-100.0,-100.0,767.9742504,1886.667903,9.0,1
2442,-100.0,-86.98807383323164,-100.0,-90.07570655163373,-100.0,-100.0,-100.0,-100.0,767.9742504,1886.667903,9.0,1
2443,-100.0,-86.93151161812374,-100.0,-90.0337948680428,-41.02183216174911,-100.0,-100.0,-100.0,767.9742504,1886.667903,9.0,1
2444,-100.0,-86.95980031443479,-100.0,-89.96018505615177,-40.96637911644261,-69.9682817179572,-100.0,-100.0,767.9742504,1886.667903,9.0,1
2445,-100.0,-87.03033571032647,-100.0,-90.0283170488436,-40.94903802797286,-70.02135600030029,-100.0,-100.0,767.9742504,1886.667903,9.0,1
2446,-100.0,-87.02764456505967,-100.0,-89.89302135224222,-40.973402839613506,-70.05102145182943,-100.0,-100.0,767.9742504,1886.667903,9.0,1
2447,-100.0,-86.94647447290669,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,767.9742504,1886.667903,9.0,1
2448,-66.03862844585777,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2449,-66.07135654841957,-100.0,-100.0,-100.0,-35.01490742796475,-100.0,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2450,-65.98380425855994,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2451,-65.99175956591421,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2452,-100.0,-100.0,-100.0,-100.0,-34.921292364743294,-100.0,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2453,-66.00037955045667,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2454,-100.0,-100.0,-86.95426281333177,-100.0,-100.0,-100.0,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2455,-66.01969020986662,-100.0,-87.03244545771611,-100.0,-34.99709141214443,-100.0,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2456,-66.00371905344241,-100.0,-87.08648335813677,-90.96955447744065,-35.03772630914503,-100.0,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2457,-100.0,-100.0,-100.0,-91.04077951511505,-35.040799894930934,-81.06440308496552,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2458,-66.00185080753864,-100.0,-87.03916205788242,-90.99406609350197,-34.96656714896106,-100.0,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2459,-100.0,-100.0,-86.94014043986832,-91.03328030282644,-100.0,-100.0,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2460,-100.0,-100.0,-87.05127349335164,-90.88833666658151,-100.0,-100.0,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2461,-66.00071886676743,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2462,-100.0,-100.0,-100.0,-100.0,-34.90795863777515,-81.01847618022414,-84.99167472705717,-100.0,1083.644652,1891.379468,9.0,1
2463,-100.0,-85.00078475330231,-87.04103880847951,-91.07781862027733,-34.956592232641974,-80.98944250617461,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2464,-65.8626805697738,-84.97991713657825,-86.98304744746449,-91.09527413368548,-34.9986725891478,-100.0,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2465,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.94681602662443,-100.0,1083.644652,1891.379468,9.0,1
2466,-65.97762237389921,-85.02523963397246,-86.94595532745339,-91.08282334802904,-35.08910938601935,-100.0,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2467,-68.03966715231866,-85.12409279509511,-87.03935012318618,-86.9965273999076,-33.95654852472776,-100.0,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2468,-67.9172178321268,-84.97815722214096,-86.90682361779301,-87.01414074227301,-100.0,-100.0,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2469,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.97451483433757,-100.0,1083.644652,1891.379468,9.0,1
2470,-64.97392731266514,-84.99177644888476,-87.10251816197521,-87.00186596232382,-35.03689427570477,-77.00164412634463,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2471,-100.0,-100.0,-87.02331242309462,-86.00355315647671,-34.95627169850362,-76.87637834370916,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2472,-65.04275564091175,-85.02254749182933,-87.03509427332804,-86.04182505670266,-35.031573884078135,-75.97084905341737,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2473,-100.0,-100.0,-100.0,-100.0,-100.0,-74.96086267646032,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2474,-65.96608203574078,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2475,-100.0,-100.0,-100.0,-85.96690190698942,-33.0357914083402,-74.96866488404079,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2476,-100.0,-100.0,-100.0,-100.0,-100.0,-75.99865877818544,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2477,-100.0,-84.98032966892953,-86.96533464857787,-86.02692371368181,-100.0,-100.0,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2478,-67.04273537622444,-85.02924620174967,-86.99759622202302,-86.04178516500588,-35.025122415121864,-76.06525145881484,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2479,-64.9840475483831,-85.02070228285194,-87.0760342732782,-85.98422932042544,-34.00273984236068,-100.0,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2480,-100.0,-100.0,-100.0,-100.0,-100.0,-78.94389028992099,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2481,-66.1014427323291,-85.00828814931188,-86.99606946276265,-87.0537262153959,-34.9747044999712,-78.95457601488228,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2482,-100.0,-100.0,-100.0,-100.0,-35.948972047691946,-76.92796094082738,-85.01290042473015,-100.0,1083.644652,1891.379468,9.0,1
2483,-65.95830584411483,-85.06025894199338,-86.94234616673718,-86.04203267012214,-100.0,-100.0,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2484,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.94442384588467,-100.0,1083.644652,1891.379468,9.0,1
2485,-63.04444490947188,-85.07113960778304,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2486,-62.97990899910466,-85.0383628941285,-87.03845845448389,-100.0,-100.0,-100.0,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2487,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.02121556155606,-100.0,1083.644652,1891.379468,9.0,1
2488,-63.04261373593505,-85.0612326773457,-87.02047469434821,-85.959063072639,-34.06864572844988,-100.0,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2489,-100.0,-85.06051823624283,-87.01018510407367,-86.94631462979032,-36.997176237731594,-78.98374573993404,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2490,-100.0,-85.07580816653224,-87.03339874199719,-85.94360406551989,-35.9679715566692,-80.98676379345972,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2491,-100.0,-84.99646085530048,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2492,-64.00921920729942,-100.0,-100.0,-85.97037302038699,-100.0,-100.0,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2493,-100.0,-100.0,-100.0,-100.0,-37.99431196784378,-80.04579113592598,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2494,-63.982861887011175,-100.0,-100.0,-86.03565194479712,-100.0,-100.0,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2495,-63.91903379294476,-100.0,-100.0,-86.91296607893858,-37.04016166204373,-75.98796640605434,-85.98428066320955,-100.0,1083.644652,1891.379468,9.0,1
2496,-100.0,-100.0,-100.0,-100.0,-100.0,-79.90209391224676,-85.05318277396375,-100.0,1083.644652,1891.379468,9.0,1
2497,-70.97530651777123,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2498,-71.06037508273081,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2499,-100.0,-100.0,-100.0,-100.0,-100.0,-76.96767490070863,-84.03237913264903,-100.0,1083.644652,1891.379468,9.0,1
2500,-70.03244398145198,-100.0,-100.0,-87.01950686160487,-37.97470197785954,-100.0,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2501,-100.0,-100.0,-100.0,-85.93127611962466,-35.93415158749699,-77.00746272678123,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2502,-100.0,-100.0,-100.0,-100.0,-100.0,-76.02018111182075,-83.01743946829181,-100.0,1083.644652,1891.379468,9.0,1
2503,-100.0,-100.0,-100.0,-86.00826866901754,-37.95500442101069,-100.0,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2504,-100.0,-100.0,-100.0,-85.99258648628927,-35.94245949843078,-79.94386356527205,-100.0,-100.0,1083.644652,1891.379468,9.0,1
2505,-100.0,-100.0,-100.0,-100.0,-42.99985866849878,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2506,-80.03395952906999,-87.99738257756606,-82.97672160305595,-86.09431362578373,-43.937454173781774,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2507,-78.01160362134071,-87.03600951271466,-82.96803980899071,-86.08922385643886,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2508,-81.89865772097434,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2509,-80.93470852968609,-85.98335993271672,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2510,-81.94712787890225,-82.8994712134797,-86.9897654957691,-88.98072285191627,-46.07418383185513,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2511,-100.0,-100.0,-100.0,-86.92896120090366,-44.98173376296479,-100.0,-100.0,-81.0227753631839,51.82647478,2129.313524,9.0,1
2512,-77.12849130516267,-86.11960473394493,-85.0074026306197,-84.98985863577094,-46.04227449372967,-100.0,-100.0,-82.03776740152055,51.82647478,2129.313524,9.0,1
2513,-79.95384516532096,-87.9468285914458,-85.96043631945379,-85.9934704363394,-47.02485818107935,-100.0,-100.0,-82.01035441756754,51.82647478,2129.313524,9.0,1
2514,-100.0,-100.0,-86.9297180696825,-100.0,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2515,-100.0,-100.0,-100.0,-100.0,-41.93721678135184,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2516,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.03949528128439,51.82647478,2129.313524,9.0,1
2517,-80.99232239180553,-89.03469616133908,-84.95185090498826,-86.95946513877017,-48.98285174493848,-100.0,-100.0,-82.06757631026775,51.82647478,2129.313524,9.0,1
2518,-80.97654396519069,-90.00105440213416,-84.04529187340175,-86.01209777659615,-46.083786798617055,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2519,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.97415649196759,51.82647478,2129.313524,9.0,1
2520,-79.91635086604175,-88.0539062569672,-86.01623817434961,-100.0,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2521,-78.02916459766504,-86.03783535680171,-87.94723668025362,-87.04647125830003,-47.08222933701976,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2522,-100.0,-87.0001836575168,-87.02488383004982,-85.97629597573048,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2523,-79.03250032325046,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2524,-81.04069993020927,-86.93844587317373,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2525,-100.0,-100.0,-100.0,-100.0,-100.0,-67.99707341108382,-100.0,-81.98390030408221,51.82647478,2129.313524,9.0,1
2526,-81.02544676266248,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2527,-81.06333686453632,-87.01885077766195,-87.10321456431245,-86.00495730227178,-50.08341762967541,-68.0183522405504,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2528,-100.0,-100.0,-100.0,-85.96814224806342,-47.95157568883256,-68.0363628756031,-100.0,-82.03358737563185,51.82647478,2129.313524,9.0,1
2529,-78.94395900374968,-87.04433394743297,-86.99572849649041,-86.90022066340985,-48.977389416977616,-67.99918164739032,-100.0,-82.0081003859026,51.82647478,2129.313524,9.0,1
2530,-79.00988539882718,-89.03260575308337,-86.89496037891817,-100.0,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2531,-76.98576005673807,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2532,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.00155457881645,51.82647478,2129.313524,9.0,1
2533,-100.0,-100.0,-100.0,-100.0,-100.0,-67.01937432414938,-100.0,-82.00866704021651,51.82647478,2129.313524,9.0,1
2534,-77.02872880860798,-87.9484049071327,-82.99119116530139,-86.9515770165858,-42.93231081764251,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2535,-76.05930825175354,-86.95481440848782,-85.98478558884355,-88.00404274826523,-46.07628220187242,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2536,-78.99526968971352,-89.07955724175187,-86.99121451418301,-87.06933579602976,-44.997999133607024,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2537,-100.0,-100.0,-100.0,-100.0,-45.994275719434626,-65.91704928955582,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2538,-75.01784742882936,-89.01887339354536,-83.99051097145544,-84.98172870071853,-48.05914323341969,-66.97637283256331,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2539,-76.94249347843159,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2540,-77.98338420575422,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2541,-100.0,-100.0,-100.0,-85.97331536529991,-44.024704820004914,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2542,-80.00689623353206,-88.00870310891783,-87.01493394591068,-88.9608985956168,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2543,-82.96906524095459,-88.04399444398234,-84.02701344357125,-88.95666621272323,-44.9340025362481,-66.99991223007838,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2544,-82.9890424750153,-87.99869466554058,-86.21237362326457,-89.98887625395811,-43.99721912115181,-67.98811937041701,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2545,-80.98192583807798,-86.95142963437941,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2546,-77.97838897727537,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2547,-81.03367503747927,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2548,-77.95594166200841,-86.87084514279229,-83.98886093592878,-89.9623837282594,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2549,-80.03147553906538,-87.0580849673987,-83.94110523875366,-89.95727924174773,-43.978833443414146,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2550,-79.86813331791849,-86.92534863725841,-83.99008003190372,-90.96548605691497,-43.97337279193132,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2551,-100.0,-100.0,-100.0,-100.0,-43.9765679635215,-66.95571289105337,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2552,-80.89412371702406,-86.95487110939595,-85.00486434339822,-91.07130197306148,-44.00429733275636,-66.98948583375103,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2553,-100.0,-100.0,-100.0,-100.0,-100.0,-67.06739121525011,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2554,-78.0838432801284,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2555,-100.0,-100.0,-100.0,-87.04146555511645,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2556,-77.00007770044867,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2557,-81.05108398086801,-85.03163293549642,-80.9758958061165,-90.06657215948589,-44.08260707048648,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2558,-100.0,-100.0,-84.99932825496658,-88.00644385386764,-44.037660258059674,-69.9384808127977,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2559,-80.01472572127588,-86.03074975832592,-85.09388430970397,-88.9722980120191,-43.97421444402823,-69.95714107431634,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2560,-80.0015691842022,-85.99257522474393,-85.055402861517,-88.99175087550135,-44.03808848451654,-70.02320695276349,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2561,-100.0,-100.0,-100.0,-100.0,-44.92786009908843,-70.00117628779809,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2562,-100.0,-100.0,-83.02800344958186,-100.0,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2563,-79.00074409272409,-89.02523998331075,-85.94199374324323,-88.034881130993,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2564,-78.94700080974273,-88.1035374950567,-84.05289032789246,-86.99483854521924,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2565,-76.88751057013214,-88.00196357694007,-84.94730998845002,-88.02737963142344,-44.07341569558348,-67.08157182495763,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2566,-100.0,-87.0581732652563,-83.86112187061171,-89.03889954204521,-43.98187876497802,-67.0671741386636,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2567,-100.0,-100.0,-100.0,-100.0,-100.0,-66.97359670468936,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2568,-100.0,-100.0,-82.902345428542,-87.9561862642263,-43.98260920761134,-67.03554435464007,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2569,-77.00112747608866,-85.98281167296955,-80.02349342818503,-100.0,-46.8981999556502,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2570,-73.02959482027751,-87.0150041395875,-82.02227383976917,-86.04986979867947,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2571,-100.0,-100.0,-100.0,-100.0,-100.0,-67.90095997771391,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2572,-75.96101548109075,-86.96955101936403,-70.04863816098091,-82.96352643927567,-48.92157693996927,-62.90980802396699,-75.9901938989298,-100.0,51.82647478,2129.313524,9.0,1
2573,-77.97809996392836,-86.87609946295143,-76.00022072486037,-86.04792935573384,-44.93427328393708,-62.82131070127283,-72.98257480364913,-100.0,51.82647478,2129.313524,9.0,1
2574,-78.03486586563466,-85.98624102869746,-78.02672276153694,-100.0,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2575,-100.0,-86.03229766531426,-77.03045760261165,-88.06899517416976,-45.94298069657599,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2576,-78.0387813912271,-86.03475360538602,-74.95513823861722,-87.04985111695915,-45.004503531188796,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2577,-100.0,-100.0,-76.0350674247072,-85.95020855496483,-44.02260450319746,-61.088347539162356,-73.97213661961496,-100.0,51.82647478,2129.313524,9.0,1
2578,-77.03528096330425,-86.93614534460093,-79.04918762386494,-88.0069732212196,-44.990133067256224,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2579,-75.98223283016227,-86.98627198106709,-78.02307393405151,-100.0,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2580,-100.0,-100.0,-100.0,-87.01195369093053,-44.01762317466084,-60.03614599287189,-75.07691767699667,-100.0,51.82647478,2129.313524,9.0,1
2581,-100.0,-100.0,-100.0,-100.0,-46.028121356097984,-59.0195538902835,-74.9825885152454,-100.0,51.82647478,2129.313524,9.0,1
2582,-77.95233576184242,-100.0,-100.0,-100.0,-100.0,-59.076912782875276,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2583,-78.94521141325565,-86.97463554171436,-79.06927604539906,-88.01279426309091,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2584,-100.0,-100.0,-100.0,-100.0,-100.0,-58.95048131406098,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2585,-78.98014902896315,-87.01133034866703,-91.03714614400815,-87.03183375014628,-40.950790060308755,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2586,-78.99005126083738,-86.97506365951338,-90.96039054486634,-87.03649436526521,-40.94386843572654,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2587,-100.0,-87.02038393359865,-91.07110853056082,-86.98316957805756,-40.991892882892095,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2588,-100.0,-86.92895757200384,-90.99857685039582,-86.98293932484992,-41.02766722637276,-59.03798431300737,-74.89881348184933,-100.0,51.82647478,2129.313524,9.0,1
2589,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.93282283542601,-100.0,51.82647478,2129.313524,9.0,1
2590,-78.97712552175472,-86.97724697240193,-90.90224825719578,-87.00729486625616,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2591,-78.99836704860955,-86.97403105489927,-91.0125480960243,-86.97775220831197,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2592,-79.01260979746058,-86.90647229428747,-90.88677615540874,-86.99168548092125,-40.92994783633401,-59.05058125817479,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2593,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.99630522885006,-100.0,51.82647478,2129.313524,9.0,1
2594,-78.9605927537019,-87.01621264187804,-90.99030304421689,-100.0,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2595,-79.03810193961131,-86.98131207876257,-91.08545608760845,-86.97874725171448,-40.974906585617404,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2596,-78.97677134479656,-87.00885355205034,-100.0,-86.97602419309933,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2597,-100.0,-100.0,-100.0,-100.0,-100.0,-59.034884496227356,-74.98048890134193,-100.0,51.82647478,2129.313524,9.0,1
2598,-100.0,-100.0,-100.0,-86.9900444374025,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2599,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0157656536363,-75.03726148524792,-100.0,51.82647478,2129.313524,9.0,1
2600,-78.98545094019144,-86.97937594027302,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2601,-100.0,-86.98366067622638,-100.0,-86.9806148185934,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2602,-100.0,-100.0,-100.0,-86.98444350040127,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2603,-79.10140405248329,-100.0,-100.0,-86.98146106361108,-100.0,-100.0,-100.0,-100.0,51.82647478,2129.313524,9.0,1
2604,-100.0,-100.0,-100.0,-80.05485475201523,-100.0,-100.0,-100.0,-100.0,412.2561119,2129.313524,9.0,1
2605,-100.0,-100.0,-100.0,-79.9246174456215,-100.0,-100.0,-100.0,-100.0,412.2561119,2129.313524,9.0,1
2606,-100.0,-100.0,-100.0,-80.0091281959092,-100.0,-100.0,-100.0,-100.0,412.2561119,2129.313524,9.0,1
2607,-100.0,-100.0,-100.0,-80.01979933486345,-100.0,-100.0,-100.0,-100.0,412.2561119,2129.313524,9.0,1
2608,-100.0,-100.0,-100.0,-80.09008759312577,-100.0,-100.0,-100.0,-100.0,412.2561119,2129.313524,9.0,1
2609,-100.0,-100.0,-100.0,-80.09681902546107,-100.0,-100.0,-100.0,-100.0,412.2561119,2129.313524,9.0,1
2610,-100.0,-86.02776397271163,-100.0,-79.96855378032969,-100.0,-100.0,-100.0,-100.0,412.2561119,2129.313524,9.0,1
2611,-100.0,-100.0,-100.0,-79.98656540311413,-42.03952162459135,-100.0,-100.0,-100.0,412.2561119,2129.313524,9.0,1
2612,-100.0,-86.01553934205518,-100.0,-79.95906502940491,-42.02627239068808,-100.0,-100.0,-100.0,412.2561119,2129.313524,9.0,1
2613,-100.0,-100.0,-100.0,-79.97550477218934,-100.0,-100.0,-100.0,-100.0,412.2561119,2129.313524,9.0,1
2614,-100.0,-85.90974847685875,-100.0,-80.02175713773133,-100.0,-100.0,-100.0,-100.0,412.2561119,2129.313524,9.0,1
2615,-100.0,-86.02324962540966,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,412.2561119,2129.313524,9.0,1
2616,-100.0,-100.0,-100.0,-100.0,-42.025096868677466,-100.0,-100.0,-100.0,412.2561119,2129.313524,9.0,1
2617,-100.0,-86.01055475687889,-100.0,-79.96538234255084,-41.97599685865398,-100.0,-100.0,-100.0,412.2561119,2129.313524,9.0,1
2618,-100.0,-85.98743494520218,-100.0,-80.05459540272271,-41.91839272558947,-100.0,-100.0,-100.0,412.2561119,2129.313524,9.0,1
